pert_iname_compound,gene,y_prob,classifier,formulation,features,gene_rank,gene_pct,compound_rank,compound_pct,gene_compound_global_rank,gene_compound_global_pct,gene_compound_local_pct,n_connected_genes_train,connected_genes_train,n_connected_compounds_train,connected_compounds_train,any_connected_train,which_connected_train
AC-710,CSF1R,1.2572406e-5,transformer,either,crispr_orf,27,0.47368421052631576,12,0.09836065573770492,6161,0.3300653594771242,0.28602243313201037,1,FLT3,1,pazopanib,TRUE,both
AC-710,CSF1R,1.0050878e-5,transformer,either,crispr_orf,31,0.543859649122807,29,0.23770491803278687,8412,0.45065895210543233,0.390782283577797,1,FLT3,1,pazopanib,TRUE,both
AK-7,SIRT2,6.6045263e-6,transformer,either,crispr_orf,38,0.5846153846153846,45,0.75,14731,0.7891888996035573,0.6673076923076924,0,,1,SirReal-2,TRUE,compound
ANR-94,ADORA2A,7.771161e-6,transformer,either,crispr_orf,15,0.2727272727272727,109,0.8515625,12001,0.6429336762027216,0.5621448863636364,0,,2,N6-cyclopentyladenosine|dyphylline,TRUE,compound
ANR-94,ADORA2A,7.2158296e-6,transformer,either,crispr_orf,17,0.3090909090909091,122,0.953125,13202,0.7072752598307083,0.6311079545454545,0,,2,N6-cyclopentyladenosine|dyphylline,TRUE,compound
BVT-948,PTPN2,7.3384294e-6,transformer,either,crispr_orf,61,0.5446428571428571,49,0.44545454545454544,12921,0.6922211507553842,0.49504870129870127,0,,0,,FALSE,neither
BVT-948,PTPN2,6.421069e-6,transformer,either,crispr_orf,80,0.7142857142857143,68,0.6181818181818182,15196,0.8141005035894139,0.6662337662337663,0,,0,,FALSE,neither
BVT-948,PTPN2,5.508466e-6,transformer,either,crispr_orf,99,0.8839285714285714,93,0.8454545454545455,17330,0.9284260152148291,0.8646915584415584,0,,0,,FALSE,neither
BVT-948,PTPN2,5.2386204e-6,transformer,either,crispr_orf,105,0.9375,96,0.8727272727272727,17847,0.9561234329797492,0.9051136363636364,0,,0,,FALSE,neither
GNF-5,ABL1,2.268171e-5,transformer,either,crispr_orf,5,0.078125,38,0.3114754098360656,2891,0.1548805314475517,0.1948002049180328,0,,2,ponatinib|regorafenib,TRUE,compound
GNF-5,ABL1,1.506785e-5,transformer,either,crispr_orf,16,0.25,53,0.4344262295081967,4812,0.2577949212471874,0.3422131147540983,0,,2,ponatinib|regorafenib,TRUE,compound
GSK-37647,FFAR4,6.400331e-6,transformer,either,crispr_orf,41,0.7192982456140351,45,0.3879310344827586,15254,0.8172077574199078,0.5536146400483969,0,,1,TUG-891,TRUE,compound
GSK-37647,FFAR4,5.6491285e-6,transformer,either,crispr_orf,47,0.8245614035087719,76,0.6551724137931034,17030,0.9123540126433088,0.7398669086509377,0,,1,TUG-891,TRUE,compound
KG-5,FLT3,3.0577183e-4,transformer,either,crispr_orf,11,0.15492957746478872,12,0.11320754716981132,583,0.03123325833065466,0.13406856231730002,1,BRAF,4,AC-710|UNC2025|cediranib|ponatinib,TRUE,both
KG-5,FLT3,1.8853061e-4,transformer,either,crispr_orf,12,0.16901408450704225,18,0.16981132075471697,696,0.03728704596592736,0.1694127026308796,1,BRAF,4,AC-710|UNC2025|cediranib|ponatinib,TRUE,both
LOXO-101,NTRK1,1.786354e-5,transformer,either,crispr_orf,13,0.2,14,0.23728813559322037,3832,0.2052930461802207,0.21864406779661016,0,,2,GNF-5837|regorafenib,TRUE,compound
LY2109761,TGFBR1,8.497056e-6,transformer,either,crispr_orf,28,0.5,36,0.26865671641791045,10624,0.5691631843994428,0.3843283582089552,0,,0,,FALSE,neither
LY2109761,TGFBR1,6.709972e-6,transformer,either,crispr_orf,42,0.75,77,0.5746268656716418,14462,0.7747776706310939,0.6623134328358209,0,,0,,FALSE,neither
MCOPPB,OPRL1,8.6718455e-6,transformer,either,crispr_orf,30,0.4838709677419355,57,0.4913793103448276,10340,0.5539483552984035,0.4876251390433816,0,,1,BAN-ORL-24,TRUE,compound
MCOPPB,OPRL1,8.287583e-6,transformer,either,crispr_orf,32,0.5161290322580645,70,0.603448275862069,10996,0.5890924675881282,0.5597886540600667,0,,1,BAN-ORL-24,TRUE,compound
ME-0328,PARP3,9.218051e-6,transformer,either,crispr_orf,25,0.32894736842105265,8,0.09523809523809525,9492,0.5085181613629058,0.21209273182957392,0,,0,,FALSE,neither
ME-0328,PARP3,8.221229e-6,transformer,either,crispr_orf,30,0.3947368421052632,15,0.17857142857142858,11111,0.595253401907211,0.2866541353383459,0,,0,,FALSE,neither
ME-0328,PARP3,6.6851576e-6,transformer,either,crispr_orf,46,0.6052631578947368,39,0.4642857142857143,14533,0.7785813779063538,0.5347744360902256,0,,0,,FALSE,neither
ME-0328,PARP3,5.3504878e-6,transformer,either,crispr_orf,70,0.9210526315789472,74,0.8809523809523809,17645,0.9453016179149256,0.901002506265664,0,,0,,FALSE,neither
ML-193,GPR55,4.969001e-6,transformer,either,crispr_orf,51,0.9807692307692308,126,0.7974683544303798,18267,0.9786242365798778,0.8891187925998052,0,,0,,FALSE,neither
ML-193,GPR55,4.499538e-6,transformer,either,crispr_orf,52,1,156,0.9873417721518988,18626,0.9978570663237972,0.9936708860759492,0,,0,,FALSE,neither
ML-228,HIF1A,1.2904228e-5,transformer,either,crispr_orf,21,0.35,47,0.4433962264150943,5932,0.3177970641808636,0.3966981132075472,0,,2,BAY-87-2243|YC-1,TRUE,compound
ML-228,HIF1A,1.2758025e-5,transformer,either,crispr_orf,22,0.36666666666666664,48,0.4528301886792453,6027,0.32288653166184506,0.40974842767295594,0,,2,BAY-87-2243|YC-1,TRUE,compound
N-alpha-Methylhistamine-dihydrochloride,HRH4,8.330492e-6,transformer,either,crispr_orf,29,0.5576923076923077,45,0.375,10916,0.5848066002357227,0.46634615384615385,0,,1,olanzapine,TRUE,compound
N-alpha-Methylhistamine-dihydrochloride,HRH4,7.365332e-6,transformer,either,crispr_orf,35,0.6730769230769231,60,0.5,12867,0.6893281902925105,0.5865384615384616,0,,1,olanzapine,TRUE,compound
NBQX,GRIN2A,7.922688e-6,transformer,either,crispr_orf,38,0.6031746031746031,36,0.2608695652173913,11672,0.6253080467159542,0.4320220841959972,0,,1,TCN201,TRUE,compound
NBQX,GRIN2A,6.405973e-6,transformer,either,crispr_orf,49,0.7777777777777778,89,0.644927536231884,15239,0.8164041572913319,0.711352657004831,0,,1,TCN201,TRUE,compound
NQDI-1,CASP3,1.0212774e-4,transformer,either,crispr_orf,2,0.03448275862068965,10,0.08771929824561403,927,0.04966248794599807,0.06110102843315184,0,,2,PETCM|minocycline,TRUE,compound
NQDI-1,CASP3,7.681479e-5,transformer,either,crispr_orf,3,0.05172413793103448,12,0.10526315789473684,1086,0.05818064930890389,0.07849364791288566,0,,2,PETCM|minocycline,TRUE,compound
NSC-95397,CDC25A,6.2636877e-6,transformer,either,crispr_orf,50,0.7692307692307693,46,0.359375,15581,0.8347262402228651,0.5643028846153846,0,,0,,FALSE,neither
NSC-95397,CDC25A,5.0399935e-6,transformer,either,crispr_orf,63,0.9692307692307692,93,0.7265625,18178,0.9738562091503268,0.8478966346153847,0,,0,,FALSE,neither
NVS-PAK1-1,PAK1,9.673461e-6,transformer,either,crispr_orf,21,0.3442622950819672,44,0.3283582089552239,8867,0.4750348226722383,0.33631025201859555,0,,1,RKI-1447,TRUE,compound
NVS-PAK1-1,PAK1,9.193398e-6,transformer,either,crispr_orf,26,0.4262295081967213,48,0.3582089552238806,9526,0.5103396549876781,0.392219231710301,0,,1,RKI-1447,TRUE,compound
PF-05190457,GHSR,1.710144e-5,transformer,either,crispr_orf,6,0.07894736842105263,6,0.06122448979591836,4046,0.2167577413479053,0.07008592910848549,0,,1,ibutamoren,TRUE,compound
PF-05190457,GHSR,1.37114275e-5,transformer,either,crispr_orf,9,0.11842105263157894,13,0.1326530612244898,5459,0.2924568734597664,0.12553705692803438,0,,1,ibutamoren,TRUE,compound
PF-431396,PTK2B,5.5712726e-6,transformer,either,crispr_orf,37,0.8043478260869565,98,0.7313432835820896,17208,0.9218900675024108,0.7678455548345231,0,,0,,FALSE,neither
PF-431396,PTK2B,4.9519754e-6,transformer,either,crispr_orf,41,0.8913043478260869,124,0.9253731343283582,18296,0.9801778634951248,0.9083387410772226,0,,0,,FALSE,neither
PHA-793887,CDK2,0.99953467,transformer,either,crispr_orf,1,0.01428571428571428,1,0.0072463768115942,5,2.678667095253402e-4,0.01076604554865424,2,CDK7|CDK9,5,NSC-625987|RGB-286638|aminopurvalanol-a|purvalanol-a|ryuvidine,TRUE,both
PHA-793887,CDK2,0.99923694,transformer,either,crispr_orf,2,0.02857142857142857,2,0.0144927536231884,8,4.285867352405443e-4,0.02153209109730848,2,CDK7|CDK9,5,NSC-625987|RGB-286638|aminopurvalanol-a|purvalanol-a|ryuvidine,TRUE,both
PHA-793887,CDK4,0.9965299,transformer,either,crispr_orf,3,0.04285714285714286,1,0.00862068965517241,20,0.00107146683810136,0.02573891625615763,2,CDK7|CDK9,5,NSC-625987|RGB-286638|arcyriaflavin-a|purvalanol-a|ryuvidine,TRUE,both
PHA-793887,CDK4,0.9910751,transformer,either,crispr_orf,4,0.05714285714285714,2,0.01724137931034482,30,0.00160720025715204,0.03719211822660098,2,CDK7|CDK9,5,NSC-625987|RGB-286638|arcyriaflavin-a|purvalanol-a|ryuvidine,TRUE,both
PP-1,RET,1.6975292e-4,transformer,either,crispr_orf,10,0.14492753623188406,6,0.05172413793103448,730,0.03910853959069967,0.09832583708145928,1,HCK,2,apatinib|regorafenib,TRUE,both
PP-1,RET,1.20717494e-4,transformer,either,crispr_orf,11,0.15942028985507245,8,0.06896551724137931,857,0.0459123540126433,0.11419290354822588,1,HCK,2,apatinib|regorafenib,TRUE,both
PP-121,KDR,0.96697485,transformer,either,crispr_orf,3,0.06122448979591836,1,0.0078125,50,0.0026786670952534,0.03451849489795918,2,HCK|PIK3CG,5,BMS-536924|SKLB1002|apatinib|cediranib|orantinib,TRUE,both
PP-121,KDR,0.93938124,transformer,either,crispr_orf,4,0.08163265306122448,3,0.0234375,57,0.00305368048858887,0.05253507653061224,2,HCK|PIK3CG,5,BMS-536924|SKLB1002|apatinib|cediranib|orantinib,TRUE,both
PP-2,ABL1,0.0024808322,transformer,either,crispr_orf,3,0.04411764705882353,12,0.09836065573770492,328,0.01757205614486231,0.07123915139826423,1,LYN,2,ponatinib|regorafenib,TRUE,both
PP-2,ABL1,3.345706e-4,transformer,either,crispr_orf,4,0.0588235294117647,18,0.14754098360655735,571,0.03059037822779385,0.10318225650916105,1,LYN,2,ponatinib|regorafenib,TRUE,both
PP-2,LCK,0.9997061,transformer,either,crispr_orf,1,0.01470588235294117,1,0.0087719298245614,1,5.357334190506803e-5,0.01173890608875129,1,LYN,6,BMS-536924|PD-98059|SB-202190|SRC-kinase-inhibitor-I|WH-4-023|ponatinib,TRUE,both
PP-2,LCK,0.9996272,transformer,either,crispr_orf,2,0.02941176470588235,2,0.0175438596491228,4,2.1429336762027217e-4,0.02347781217750258,1,LYN,6,BMS-536924|PD-98059|SB-202190|SRC-kinase-inhibitor-I|WH-4-023|ponatinib,TRUE,both
RGB-286638,FLT3,1.6783355e-5,transformer,either,crispr_orf,21,0.31343283582089554,49,0.46226415094339623,4152,0.22243651558984248,0.3878484933821459,3,CDK2|CDK4|CDK7,4,AC-710|UNC2025|cediranib|ponatinib,TRUE,both
RGB-286638,FLT3,9.384544e-6,transformer,either,crispr_orf,40,0.5970149253731343,78,0.7358490566037735,9243,0.4951783992285439,0.666431990988454,3,CDK2|CDK4|CDK7,4,AC-710|UNC2025|cediranib|ponatinib,TRUE,both
Ro-1138452,PTGIR,5.4914613e-6,transformer,either,crispr_orf,46,0.8679245283018868,92,0.7076923076923077,17356,0.9298189221043608,0.7878084179970972,0,,1,epoprostenol,TRUE,compound
Ro-1138452,PTGIR,4.984949e-6,transformer,either,crispr_orf,52,0.981132075471698,118,0.9076923076923076,18245,0.9774456230579665,0.944412191582003,0,,1,epoprostenol,TRUE,compound
SB-203580,LCK,0.9993817,transformer,either,crispr_orf,1,0.0136986301369863,3,0.02631578947368421,7,3.750133933354763e-4,0.02000720980533525,4,AKT1|MAPK14|MAPK8|TNF,6,BMS-536924|PD-98059|SB-202190|SRC-kinase-inhibitor-I|WH-4-023|ponatinib,TRUE,both
SB-203580,LCK,0.998446,transformer,either,crispr_orf,2,0.0273972602739726,5,0.04385964912280701,13,6.964534447658845e-4,0.03562845469838981,4,AKT1|MAPK14|MAPK8|TNF,6,BMS-536924|PD-98059|SB-202190|SRC-kinase-inhibitor-I|WH-4-023|ponatinib,TRUE,both
SB-505124,TGFBR1,6.301554e-6,transformer,either,crispr_orf,43,0.7288135593220338,98,0.7313432835820896,15499,0.8303332261866495,0.7300784214520617,0,,0,,FALSE,neither
SB-505124,TGFBR1,5.943022e-6,transformer,either,crispr_orf,48,0.8135593220338984,117,0.8731343283582089,16345,0.8756562734383371,0.8433468251960536,0,,0,,FALSE,neither
SRC-kinase-inhibitor-I,CSK,2.9948682e-5,transformer,either,crispr_orf,13,0.20967741935483872,13,0.11818181818181818,2164,0.11593271188256724,0.16392961876832846,1,LCK,1,apatinib,TRUE,both
SRC-kinase-inhibitor-I,CSK,1.3281223e-5,transformer,either,crispr_orf,26,0.41935483870967744,34,0.3090909090909091,5718,0.30633236901317906,0.3642228739002933,1,LCK,1,apatinib,TRUE,both
TG-003,DYRK1B,3.5412e-5,transformer,either,crispr_orf,5,0.0925925925925926,11,0.093220338983050835,1882,0.10082502946533804,0.09290646578782172,1,CLK1,2,AZ191|TC-S-7004,TRUE,both
TG-003,DYRK1B,1.600691e-5,transformer,either,crispr_orf,8,0.14814814814814814,16,0.13559322033898305,4427,0.2371691846137362,0.14187068424356558,1,CLK1,2,AZ191|TC-S-7004,TRUE,both
TG-02,CDK2,0.96781373,transformer,either,crispr_orf,1,0.02040816326530612,3,0.0217391304347826,48,0.00257152041144326,0.02107364685004436,1,CDK7,5,NSC-625987|RGB-286638|aminopurvalanol-a|purvalanol-a|ryuvidine,TRUE,both
TG-02,CDK2,0.9568483,transformer,either,crispr_orf,2,0.04081632653061224,4,0.02898550724637681,54,0.00289296046287367,0.03490091688849452,1,CDK7,5,NSC-625987|RGB-286638|aminopurvalanol-a|purvalanol-a|ryuvidine,TRUE,both
TG-02,FLT3,4.1921732e-5,transformer,either,crispr_orf,13,0.2653061224489796,26,0.24528301886792453,1644,0.08807457409193185,0.25529457065845207,1,CDK7,4,AC-710|UNC2025|cediranib|ponatinib,TRUE,both
TG-02,FLT3,2.1040689e-5,transformer,either,crispr_orf,16,0.32653061224489793,38,0.3584905660377358,3128,0.16757741347905283,0.3425105891413169,1,CDK7,4,AC-710|UNC2025|cediranib|ponatinib,TRUE,both
TG-101348,BRD4,9.084845e-6,transformer,either,crispr_orf,28,0.4057971014492754,52,0.4482758620689655,9690,0.5191256830601093,0.42703648175912046,0,,1,BI-2536,TRUE,compound
TG-101348,BRD4,8.200081e-6,transformer,either,crispr_orf,33,0.4782608695652174,70,0.603448275862069,11150,0.5973427622415086,0.5408545727136431,0,,1,BI-2536,TRUE,compound
ZM-336372,LCK,0.99822575,transformer,either,crispr_orf,1,0.01639344262295082,6,0.05263157894736842,14,7.500267866709525e-4,0.03451251078515962,2,BRAF|MAPK14,6,BMS-536924|PD-98059|SB-202190|SRC-kinase-inhibitor-I|WH-4-023|ponatinib,TRUE,both
ZM-336372,LCK,0.9959549,transformer,either,crispr_orf,2,0.03278688524590164,7,0.06140350877192982,21,0.00112504018000642,0.04709519700891573,2,BRAF|MAPK14,6,BMS-536924|PD-98059|SB-202190|SRC-kinase-inhibitor-I|WH-4-023|ponatinib,TRUE,both
acetylcysteine,GRIN2A,7.784692e-6,transformer,either,crispr_orf,34,0.576271186440678,42,0.30434782608695654,11964,0.640951462552234,0.44030950626381726,0,,1,TCN201,TRUE,compound
acetylcysteine,GRIN2A,6.0950842e-6,transformer,either,crispr_orf,48,0.8135593220338984,101,0.7318840579710145,15990,0.8566377370620379,0.7727216900024565,0,,1,TCN201,TRUE,compound
acetylcysteine,SLC7A11,5.956856e-6,transformer,either,crispr_orf,50,0.847457627118644,90,0.6716417910447762,16321,0.8743705132326155,0.75954970908171,0,,0,,FALSE,neither
acetylcysteine,SLC7A11,5.9008967e-6,transformer,either,crispr_orf,51,0.864406779661017,95,0.7089552238805971,16447,0.881120754312654,0.786681001770807,0,,0,,FALSE,neither
alrestatin,AKR1B1,9.201257e-6,transformer,either,crispr_orf,17,0.37777777777777777,33,0.2894736842105263,9517,0.5098574949105326,0.33362573099415205,0,,0,,FALSE,neither
alrestatin,AKR1B1,7.221654e-6,transformer,either,crispr_orf,27,0.6,61,0.5350877192982456,13189,0.7065788063859424,0.5675438596491228,0,,0,,FALSE,neither
anandamide,GPR55,4.855728e-6,transformer,either,crispr_orf,87,0.956043956043956,131,0.8291139240506329,18382,0.9847851708989608,0.8925789400472945,0,,0,,FALSE,neither
anandamide,GPR55,4.7584504e-6,transformer,either,crispr_orf,89,0.978021978021978,140,0.8860759493670886,18473,0.989660345012322,0.9320489636945332,0,,0,,FALSE,neither
anisomycin,RPL23A,1.0040042e-5,transformer,either,crispr_orf,32,0.463768115942029,18,0.11688311688311688,8426,0.4514089788921033,0.29032561641257293,1,RPL3,0,,TRUE,gene
anisomycin,RPL23A,6.149594e-6,transformer,either,crispr_orf,61,0.8840579710144928,85,0.551948051948052,15855,0.8494053359048538,0.7180030114812723,1,RPL3,0,,TRUE,gene
arcyriaflavin-a,CCND1,4.84261e-5,transformer,either,crispr_orf,15,0.26785714285714285,35,0.30701754385964913,1484,0.07950283938712097,0.287437343358396,1,CDK4,1,briciclib,TRUE,both
arcyriaflavin-a,CCND1,4.5484045000000003e-05,transformer,either,crispr_orf,16,0.2857142857142857,43,0.3771929824561403,1558,0.08346726668809601,0.331453634085213,1,CDK4,1,briciclib,TRUE,both
aripiprazole,ADRA2B,0.9324183,transformer,either,crispr_orf,3,0.05555555555555555,1,0.00735294117647058,61,0.00326797385620915,0.03145424836601307,3,CHRM3|HTR2C|HTR3A,3,RX-821002|olanzapine|paliperidone,TRUE,both
aripiprazole,ADRA2B,0.9005328,transformer,either,crispr_orf,4,0.07407407407407407,2,0.01470588235294117,68,0.00364298724954462,0.04438997821350762,3,CHRM3|HTR2C|HTR3A,3,RX-821002|olanzapine|paliperidone,TRUE,both
aripiprazole,CHRM2,0.94538707,transformer,either,crispr_orf,2,0.03703703703703703,1,0.0087719298245614,56,0.00300010714668381,0.02290448343079922,3,CHRM3|HTR2C|HTR3A,2,olanzapine|trihexyphenidyl,TRUE,both
aripiprazole,CHRM2,0.889415,transformer,either,crispr_orf,5,0.0925925925925926,2,0.0175438596491228,70,0.00375013393335476,0.0550682261208577,3,CHRM3|HTR2C|HTR3A,2,olanzapine|trihexyphenidyl,TRUE,both
bepridil,TNNC1,6.70394e-6,transformer,either,crispr_orf,45,0.703125,29,0.23387096774193547,14479,0.7756884174434802,0.46849798387096775,0,,0,,FALSE,neither
bepridil,TNNC1,5.919757e-6,transformer,either,crispr_orf,57,0.890625,56,0.4516129032258064,16398,0.8784956605593057,0.6711189516129032,0,,0,,FALSE,neither
brinzolamide,CA14,8.208397e-6,transformer,either,crispr_orf,34,0.5964912280701754,55,0.4661016949152542,11136,0.5965927354548377,0.5312964614927148,0,,2,coumarin|ethoxzolamide,TRUE,compound
brinzolamide,CA14,7.925914e-6,transformer,either,crispr_orf,35,0.6140350877192983,60,0.5084745762711864,11668,0.6250937533483338,0.5612548319952424,0,,2,coumarin|ethoxzolamide,TRUE,compound
brinzolamide,CA5A,1.0037821e-5,transformer,either,crispr_orf,24,0.42105263157894735,46,0.35384615384615387,8427,0.4514625522340084,0.38744939271255063,0,,1,ethoxzolamide,TRUE,compound
brinzolamide,CA5A,8.319448e-6,transformer,either,crispr_orf,33,0.5789473684210527,76,0.5846153846153846,10936,0.5858780670738241,0.5817813765182187,0,,1,ethoxzolamide,TRUE,compound
carzenide,CA14,8.219489e-6,transformer,either,crispr_orf,25,0.4545454545454546,54,0.4576271186440678,11116,0.5955212686167363,0.45608628659476114,0,,2,coumarin|ethoxzolamide,TRUE,compound
carzenide,CA14,7.950739e-6,transformer,either,crispr_orf,28,0.509090909090909,59,0.5,11605,0.6217186328083146,0.5045454545454545,0,,2,coumarin|ethoxzolamide,TRUE,compound
cediranib,CSF1R,6.9526905e-6,transformer,either,crispr_orf,54,0.84375,76,0.6229508196721312,13893,0.7442944390871102,0.7333504098360656,2,FLT3|KDR,1,pazopanib,TRUE,both
cediranib,CSF1R,6.870031e-6,transformer,either,crispr_orf,55,0.859375,79,0.6475409836065574,14096,0.7551698274938391,0.7534579918032787,2,FLT3|KDR,1,pazopanib,TRUE,both
ceritinib,ALK,7.3980873e-6,transformer,either,crispr_orf,46,0.6388888888888888,25,0.4166666666666667,12803,0.6858994964105861,0.5277777777777778,0,,0,,FALSE,neither
citric-acid,AKR1B1,3.1060787e-5,transformer,either,crispr_orf,6,0.10526315789473684,2,0.0175438596491228,2113,0.11320047144540876,0.06140350877192982,1,RNASE1,0,,TRUE,gene
citric-acid,AKR1B1,1.8823697e-5,transformer,either,crispr_orf,10,0.17543859649122806,7,0.06140350877192982,3598,0.1927568841744348,0.11842105263157894,1,RNASE1,0,,TRUE,gene
colchicine,TUBB,0.9984779,transformer,either,crispr_orf,1,0.01818181818181818,1,0.00943396226415094,11,5.893067609557484e-4,0.01380789022298456,1,TUBB4B,4,CYT-997|epothilone-b|ixabepilone|oxibendazole,TRUE,both
colchicine,TUBB,0.99846476,transformer,either,crispr_orf,2,0.03636363636363636,2,0.01886792452830188,12,6.428801028608164e-4,0.02761578044596912,1,TUBB4B,4,CYT-997|epothilone-b|ixabepilone|oxibendazole,TRUE,both
colchicine,TUBB3,4.8135754e-4,transformer,either,crispr_orf,3,0.05454545454545454,5,0.04032258064516129,513,0.0274831243972999,0.04743401759530791,1,TUBB4B,1,epothilone-b,TRUE,both
colchicine,TUBB3,1.9023048e-4,transformer,either,crispr_orf,5,0.09090909090909093,6,0.04838709677419355,693,0.03712632594021215,0.06964809384164222,1,TUBB4B,1,epothilone-b,TRUE,both
conivaptan,AVPR1A,9.136708e-6,transformer,either,crispr_orf,17,0.22972972972972977,118,0.7763157894736842,9609,0.5147862423657987,0.503022759601707,0,,1,A-987306,TRUE,compound
conivaptan,AVPR1A,8.555472e-6,transformer,either,crispr_orf,20,0.2702702702702703,132,0.868421052631579,10528,0.5640201435765563,0.5693456614509247,0,,1,A-987306,TRUE,compound
danusertib,NTRK1,6.7693163e-6,transformer,either,crispr_orf,42,0.6086956521739131,52,0.8813559322033898,14313,0.7667952426872389,0.7450257921886514,0,,2,GNF-5837|regorafenib,TRUE,compound
